UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,text_length,Embedded_text_cleaned
elisa,@04Elisabeth,2021-12-21 04:50:44+00:00,"elisa
@04Elisabeth
·
20 dic.","Señores 
@SFCsupervisor
 ya pongan en cintura a 
@Davivienda
Asna de jade
@Asnasalvaje
 · 20 dic.
ATENCIÓN a mi mamá le acaban de sacar 3 millones de su cuenta de @Davivienda  ella tiene su tarjeta, no ha usado la aplicación no ha entrado a ninguna página y le hicieron compras internacionales.

Estan atracando las cuentas de @Davivienda  en este momento
Mostrar este hilo",0,0,0,373,señor sfcsupervisor   poner   cintura   asna   jadir asnasalvaje    atención    mamá   acabar   sacar   millón        tarjeta    usado   aplicación    entrar   página    compra internacional atracar   cuenta     momento mostrar hilo
Diego,@progresistaporE,2021-12-21 03:29:07+00:00,"Diego
@progresistaporE
·
20 dic.","Provablemente alguien del mismo davivienda que tiene información privilegiada
Asna de jade
@Asnasalvaje
 · 20 dic.
ATENCIÓN a mi mamá le acaban de sacar 3 millones de su cuenta de @Davivienda  ella tiene su tarjeta, no ha usado la aplicación no ha entrado a ninguna página y le hicieron compras internacionales.

Estan atracando las cuentas de @Davivienda  en este momento
Mostrar este hilo",0,0,0,390,provablemente alguien     información privilegiado asna   jadir asnasalvaje    atención    mamá   acabar   sacar   millón        tarjeta    usado   aplicación    entrar   página    compra internacional atracar   cuenta     momento mostrar hilo
william correa,@Liberen_a_Willy,2021-12-21 22:30:20+00:00,"william correa
@Liberen_a_Willy
·
21 dic.","Tengo una duda ¿Por qué la app de 
@DaviPlata
 pide permiso para grabar videos? ¿Cuál es el propósito de ese permiso? 
@Davivienda
1
1",1,1,0,134,  duda       daviplata pedir permiso grabar video    propósito    permiso  
Estella con E no S,@Estella92,2021-12-21 20:02:29+00:00,"Estella con E no S
@Estella92
·
21 dic.","Que tan raro 
@Davivienda
 con sus fallas en seguridad.
Mientras mi mamá sigue esperando que le informen a la fiscalia cual fue la cuenta de nomina a la que su plata fue a dar... EL AÑO PASADO.
Asna de jade
@Asnasalvaje
 · 20 dic.
ATENCIÓN a mi mamá le acaban de sacar 3 millones de su cuenta de @Davivienda  ella tiene su tarjeta, no ha usado la aplicación no ha entrado a ninguna página y le hicieron compras internacionales.

Estan atracando las cuentas de @Davivienda  en este momento
Mostrar este hilo
1
1
3",1,1,3,512,   raro    falla   seguridad   mamá esperar    informar    fiscalia      nomina      plata       asna   jadir asnasalvaje    atención    mamá   acabar   sacar   millón        tarjeta    usado   aplicación    entrar   página    compra internacional atracar   cuenta     momento mostrar hilo   
Tokyo,@psycomano97,2021-12-21 00:35:10+00:00,"Tokyo
@psycomano97
·
20 dic.","Tan bacano como 
@Davivienda
 lo fideliza a uno. Metí la primera transferencia en la cuenta de ahorros y me sacaron 4.000 de un tajo jajaja tienen huevo
1",1,0,0,154,  bacano   fidelizar    meter   transferencia      ahorro    sacar      tajo jajajo huevo
Lina,@_vLaina,2021-12-21 19:00:29+00:00,"Lina
@_vLaina
·
21 dic.",Creo que Davivienda me va a bloquear en su app por entrar tantas veces a ver si ya me pagaron o no ,0,0,0,99,      bloquear      entrar tanto       pagar   
Guille Baskerville,@gdbaskerville,2021-12-21 22:05:55+00:00,"Guille Baskerville
@gdbaskerville
·
21 dic.","En respuesta a 
@ashima7
 y 
@Davivienda
Parece una imagen corporativa de Dunder Mifflin con Michael Scott y Pam Beasley 
6",0,0,6,123,    ashima7     imagen corporativo   dunder mifflin   michael scott    beasley
ADRIANA MORENO ,@ammb_2000,2021-12-21 21:44:54+00:00,"ADRIANA MORENO 
@ammb_2000
·
21 dic.","¿En que momento 
@Davivienda
 se volvió tan mal Banco?
1
1",1,1,0,58,    momento   volver     
El Mur Cielago,@Murcielago_71,2021-12-21 02:56:39+00:00,"El Mur Cielago
@Murcielago_71
·
20 dic.","En respuesta a 
@sinamosindios
 @Davivienda
 y 
@Asnasalvaje
      
Peor que la del Centro Democrático
9",0,0,9,104,    sinamosindio   asnasalvaje     centro democrático
Luis.Com,@luis31_pty,2021-12-21 17:42:49+00:00,"Luis.Com
@luis31_pty
·
21 dic.","Ojalá el departamento de cobros ó servicio al cliente  de 
@Davivienda
 @Davivienda_Pan
 como saben bombardear con correos , fuesen diligentes respondiendo , parece que fuesen inexistentes",0,0,0,188,ojalá   departamento   cobro   servicio   cliente   davivienda_pan bombardear   correo ser diligente   ser inexistente
Cesar,@cesarmh0310,2021-12-21 22:49:16+00:00,"Cesar
@cesarmh0310
·
21 dic.","Señores 
@Davivienda
 es inaudito que se sigan presentando estafas a sus clientes, acaban de estafar a un familiar con información muy clara que sólo manejan ustedes en su base de datos,¿ cuál es el control que ustedes tienen?
1",1,0,0,228,señor   inaudito    seguir presentar estafa    cliente acabar   estafar     familiar   información   claro   manejar    base   dato    control  
Godolaxo,@godolaxo,2021-12-21 17:46:22+00:00,"Godolaxo
@godolaxo
·
21 dic.","@Davivienda
 Ya vamos por más de 20 días y nada que me hacen la caridad de activar mi clave virtual, parece que mi dinero está en el lugar equivocado....esta es la respuesta de su canal de servicio, lo pueden creer???",0,0,0,217,                caridad   activar   clave virtual    dinero    lugar equivocado       canal   servicio   creer
Be Jacket,@JacketBe,2021-12-21 16:09:06+00:00,"Be Jacket
@JacketBe
·
21 dic.","Los servicios financieros del país son una mierda, voy a retirar en 
@Bancolombia
 los cajeros en mantenimiento a esta hora, voy un corresponsal 
@Nequi
 caído, por último voy a retirar por 
@DaviPlata
  hay una fila de media cuadra, de 3 cajeros solo hay 1 funcionando en 
@Davivienda
1",0,1,0,287,  servicio financiero   país    mierdar    retirar   bancolombiar   cajero   mantenimiento   hora    corresponsal nequi caído      retirar   daviplata    fila   medio cuadra    cajero    funcionar  
Banco Davivienda,@Davivienda,2021-12-21 17:24:01+00:00,"Banco Davivienda
@Davivienda
·
21 dic.","Respondiendo a 
@KarenMontaa13
 @CaracolRadio
 y 7 más
Buenos tardes Sra. Karen. Lamentamos este tipo de inconvenientes. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos. Saludos",0,0,0,209,  karenmontaa13 caracolradio     tarde   karen lamentar tipo   inconveniente   favor escribano   mensaje privado validar   caso quedar atento saludo
Jacky Peña,@jackivane,2021-12-21 02:56:32+00:00,"Jacky Peña
@jackivane
·
20 dic.",Qué pasa con #Davivienda que no se puede retirar dinero ??,0,0,0,58,  pasar       retirar dinero
Hannia P.,@Hania_paternina,2021-12-21 16:26:05+00:00,"Hannia P.
@Hania_paternina
·
21 dic.","Davivienda  si me ha dado  dolores de cabeza estos últimos días. 
1",1,0,0,67,    dolor   cabeza
Harry™ هارّي,@Anbztht,2021-12-21 13:32:11+00:00,"Harry™ هارّي
@Anbztht
·
21 dic.","Pasa algo con la aplicación? No me deja entrar a mi cuenta 
@Davivienda
1",1,0,0,73,pasar    aplicación    dejar entrar   
Isabella Sanchez,@isabella0695,2021-12-21 14:10:01+00:00,"Isabella Sanchez
@isabella0695
·
21 dic.","Amigos de twitter le informo que en http://Paconet.com puede realizar lo siguiente, consignaciones y retiros de Bancolombia, Grupo Aval(AvVillas,Popular,Bogotá,Occidente) Nequi y Daviplata y Solo puedes realizar Consignaciones y pagos de tarjetas de crédito de Davivienda.",0,0,0,272,amigo   twitter        consignación   retiro   bancolombiar grupo aval avvilla popular bogotá occidente nequi   daviplata   poder consignación   pago   tarjeta   crédito  
Emilio Arrieta Torreglosa,@Emijosearrieta,2021-12-21 12:36:21+00:00,"Emilio Arrieta Torreglosa
@Emijosearrieta
·
21 dic.","Quizá sea un usuario más que se queja de 
@Nequi
 pero el caso ante transferencias que no se hacen efectivas, dinero “disponible” que en realidad no está disponible y demás males, son inaceptables. El domingo 19 de diciembre transferí dinero a una cuenta Davivienda. Abro hilo
1
1",1,1,0,280,   usuario     queja   nequi   caso transferencia     efectivo dinero disponible    realidad   disponible   mal   inaceptable      diciembre transferí dinero    abrir hilo  
Asna de jade,@Asnasalvaje,2021-12-21 02:08:27+00:00,"Asna de jade
@Asnasalvaje
·
20 dic.","Respondiendo a 
@Espino39170328
 @humocolorazul
 y 2 más
Pues debería porque entonces como deja uno la plata ahí si se la van a robar
1
1
4",1,1,4,139,  espino39170328 humocolorazul     deber dejar    plata        robar   
Santiago GS,@SantiagoooSGS,2021-12-21 20:12:19+00:00,"Santiago GS
@SantiagoooSGS
·
21 dic.","Mk, voy a cumplir una hora haciendo fila en Davivienda… No seamos tan hptas!!",0,0,0,77,    cumplir   hora fila     ser   hpta
JC Fernández,@Juankaramelo72,2021-12-21 03:24:32+00:00,"JC Fernández
@Juankaramelo72
·
20 dic.","En respuesta a 
@Davivienda
 y 
@Asnasalvaje
Privado queda uno,,,y nunca responden
1
1",0,1,1,86,      asnasalvaje privado quedar    responder  
Andre0727,@clau74141,2021-12-21 13:54:22+00:00,"Andre0727
@clau74141
·
21 dic.","El calvario de mi mamá con 
@davivienda
  empezó el día 30 de septiembre donde llego un mensaje al correo electrónico de un retiro en un cajero sin tarjeta,por lo cual llamo y se informo que la transacción no era reconocida
1",1,0,0,225,  calvario    mamá   empezar      septiembre llego   mensaje   correo electrónico    retiro    cajero   tarjeta    llamar       transacción    reconocido
Oscar Alberto Montoya J.,@OscarAMontoyaJ,2021-12-21 20:44:12+00:00,"Oscar Alberto Montoya J.
@OscarAMontoyaJ
·
21 dic.","En respuesta a 
@PaulinaLaAndona
¿Vas a ir dentro de 30 años a Davivienda a dar lora?
Dile a Salvador que necesito hablar con él.....
#QuéOsoMami
1
2",1,0,2,149,    paulinalaandonar        año      lora dile   salvador   necesitar hablar    queosomami   
el chavo,@augusto29969111,2021-12-21 11:52:56+00:00,"el chavo
@augusto29969111
·
21 dic.","En respuesta a 
@Asnasalvaje
 y 
@Davivienda
Los mismos funcionarios son los ladrones",0,0,0,85,    asnasalvaje     funcionario    ladrón
Joha,@LAPacifiKA,2021-12-21 05:19:19+00:00,"Joha
@LAPacifiKA
·
21 dic.","En respuesta a 
@Asnasalvaje
 y 
@Davivienda
Llama ya a la línea de servicio al cliente! Esto es el colmo
2
2",0,2,2,109,    asnasalvaje   llamar     línea   servicio   cliente    colmo  
Adriana Nanita Nana Nanita Nana Nanita Ea,@saltamontes___,2021-12-21 04:45:33+00:00,"Adriana Nanita Nana Nanita Nana Nanita Ea
@saltamontes___
·
20 dic.","Con todo lo que yo quiero a mi banco 
@Davivienda
, estoy desilusionada porque el viernes de la semana pasada le robaron a mi papá como 3MM de su cuenta por la app. ¿Que es lo que pasa con su seguridad? Le llegaban mensajes de confirmación, él decía que no y aún así descontaron.
4
2",4,0,2,283,      querer    desilusionado      semana   robar    papá             pasar    seguridad   llegar mensaje   confirmación   decir       descontar  
Ciudadano_K,@Ciudadano_K,2021-12-21 12:22:16+00:00,"Ciudadano_K
@Ciudadano_K
·
21 dic.","Respondiendo a 
@Hanso_Hasashi_
 @cafenofilo
 y 2 más
Estos señores generan un bloqueo si uno no entra todas las semanas a la banca digital....es ""una política de seguridad"" pero eso está generando más problemas que soluciones
1
2",1,0,2,230,  hanso_hasashi cafenofilo     señor generar   bloqueo     entrar   semana    banca digital    política   seguridad   generar   problema   solución  
Diacarocharo,@diacarocharo,2021-12-21 19:15:50+00:00,"Diacarocharo
@diacarocharo
·
21 dic.","En respuesta a 
@ML_Ayuda
La empresa donde se hicieron los inte tos de pago me indican estos números el cual alguno de esos fue el pago que ustedes si aceptaron: 18361152440. - 18361226308 , fecha de esa transacción el día 23 de noviembre en la tarde con tarjeta Banco Davivienda.
1",1,0,0,282,    ml_ayudo   empresa     inte    pago   indicar número        pago     aceptar 18361152440 18361226308 fecha    transacción      noviembre      tarjeta
Zonavirus,@zona_zc,2021-12-21 11:32:23+00:00,"Zonavirus
@zona_zc
·
21 dic.","En respuesta a 
@Asnasalvaje
 y 
@Davivienda
A mi me sacaron Plata también con compras internacionales puse la queja y me regresaron el dinero.
4",0,0,4,145,    asnasalvaje       sacar plata   compra internacional pusir   queja    regresar   dinero
José de Jesús Diaz Moncada,@jjdiazm65,2021-12-21 21:19:09+00:00,"José de Jesús Diaz Moncada
@jjdiazm65
·
21 dic.","En respuesta a 
@Davivienda
 y 
@Estella92
Llevamos un año dándoles los datos del hurto... Dónde solo lo podía realizar una persona del banco. No joda más y esperemos a ver si algún día la 
@FiscaliaCol
 hace su trabajo.
2",0,0,2,222,      estella92 llevar    dándol   dato   hurto   poder   persona     joda    esperar        fiscaliacol   trabajo
C. A.,@CArdila28,2021-12-21 20:19:15+00:00,"C. A.
@CArdila28
·
21 dic.","En respuesta a 
@Davivienda
Señores 
@Davivienda
  el día de hoy esta presentando fallas su página?, no he podido ingresar, me pide revisar mis datos ingresados y son correctos
2
1",2,0,1,180,    señor      presentar falla   páginar    poder ingresar   pedir revisar   dato ingresado    correcto  
Paola,@Ginnita95,2021-12-21 21:15:23+00:00,"Paola
@Ginnita95
·
21 dic.","@Davivienda
 desde hace una hora esroy intentando pagar algoo y me aparece acceso denegado no me deja ingresar a la app como si no tuviera cuenta necesitoo solucion urgentee
1",1,0,0,175,    hora esroy intentar pagar algoo    aparecer acceso denegado    dejar ingresar        tener necesitoo solucion urgentee
Asna de jade,@Asnasalvaje,2021-12-21 02:05:42+00:00,"Asna de jade
@Asnasalvaje
·
20 dic.","En respuesta a 
@humocolorazul
 @FueledByChangua
 y 
@Davivienda
No hemos abierto desde ningún pc
1
2
3",1,2,3,103,    humocolorazul fueledbychanguo     abrir    
Ivan Montenegro,@IvanMon95389245,2021-12-21 00:49:22+00:00,"Ivan Montenegro
@IvanMon95389245
·
20 dic.","@Davivienda
 la app de Davivienda en Android no sirve desde ayer, solucionen eso por favor...
1",1,0,0,95,        android   servir ayer solucionar    favor
JhonsonT,@JhonsonT3,2021-12-21 02:21:06+00:00,"JhonsonT
@JhonsonT3
·
20 dic.","En respuesta a 
@Asnasalvaje
 @Jokeraton
 y 
@Davivienda
Bloquee la cuenta rapidamente
2",0,0,2,88,    asnasalvaje jokeraton   bloquee   rapidamente
Alberto Medina,@Alberto26774828,2021-12-21 04:35:06+00:00,"Alberto Medina
@Alberto26774828
·
20 dic.","En respuesta a 
@Vivibar
 y 
@merecumbiandofu
Se tiene confianza tirandole los perros a vivi y loranza  como la propaganda de Davivienda a
1
2",0,1,2,142,    vivibar   merecumbiandofu   confianza tirar él   perro   vivi   loranza   propaganda     
Hello World,@tele_sig,2021-12-21 01:51:01+00:00,"Hello World
@tele_sig
·
20 dic.","En respuesta a 
@Asnasalvaje
En Davivienda siempre pasa.
1",0,0,1,58,    asnasalvaje   pasar
AzucarYmiel,@AzuKRyMiel,2021-12-21 11:25:43+00:00,"AzucarYmiel
@AzuKRyMiel
·
21 dic.","En respuesta a 
@Asnasalvaje
 y 
@Davivienda
La App de Davivienda es la única plataforma de hoy en día que no tiene opción de desbloquear y/o poder ingresar con reconocimiento facial. 
1
1",1,0,1,188,    asnasalvaje          único plataforma        opción   desbloquear    ingresar   reconocimiento facial  
ElRinconPolitico,@Uatsnit_Rincon,2021-12-21 23:58:23+00:00,"ElRinconPolitico
@Uatsnit_Rincon
·
21 dic.","Respondiendo a 
@Joacoro
 @Davivienda
 y 2 más
A mi me pasó ayer igual. Hice una transacción a Bancolombia a Bancolombia y salió doble.
1",0,0,1,137,  joacoro        pasar ayer hacer   transacción   bancolombiar   bancolombiar   salir doble
RobinsonLopezLopez,@RobinsonLopezL1,2021-12-21 07:36:33+00:00,"RobinsonLopezLopez
@RobinsonLopezL1
·
21 dic.","En respuesta a 
@JorgeBuitragoT
¿Queee? Destruyó la casa divina en la 98 norte con 21, para implementar un formato tipo, destruyendo una casa con valor estético,Antiguo Davivienda! En ciudad jardín creo un caos vial que no solucionó y le tiro la responsabilidad a la administración municipal para que lo asuma…
1
4",1,0,4,314,    jorgebuitragot queee destruir   casa divino     nortar    implementar   formato tipo destruir   casa   valor estético antiguo   ciudad jardín   cao vial    solucionar    tiro   responsabilidad    administración municipal    asumir  
HAROLD...B,@iguanita1972,2021-12-21 15:00:49+00:00,"HAROLD...B
@iguanita1972
·
21 dic.","@Davivienda
 por favor díganle a los señores de monitoreo que contesten
Que atiendan las llamadas
Dejan al cliente esperando infinitamente
2
1",2,0,1,142,    favor díganle    señor   monitoreo   contestar   atender   llamado dejar   cliente esperar infinitamente  
